"ID","Title","Venue","Year","DOI","OpenReview","Arxiv","Code","Video","Slide","Poster"
"07819","Multivariate Bayesian Predictive Synthesis in Macroeconomic Forecasting","Journal of the American Statistical Association","2020","https://doi.org/10.1080/01621459.2019.1660171","","https://arxiv.org/abs/1711.01667","","","",""
"07820","Malware in the future? Forecasting of analyst detection of cyber events","Journal of Cybersecurity","2018","https://doi.org/10.1093/cybsec/tyy007","","https://arxiv.org/abs/1707.03243","","","",""
"07821","Grouped multivariate and functional time series forecasting: An application to annuity pricing","","","","","https://arxiv.org/abs/1705.08001","","","",""
"07822","Forecasting Across Time Series Databases using Recurrent Neural Networks on Groups of Similar Series: A Clustering Approach","","","","","https://arxiv.org/abs/1710.03222","","","",""
"07823","Financial Time Series Forecasting: Semantic Analysis Of Economic News","","","","","https://arxiv.org/abs/1705.08545","","","",""
"07825","Deep Learning in Multiple Multistep Time Series Prediction","","","","","https://arxiv.org/abs/1710.04373","","","",""
"07827","Deep and Confident Prediction for Time Series at Uber","2017 IEEE International Conference on Data Mining Workshops (ICDMW)","2017","https://doi.org/10.1109/icdmw.2017.19","","https://arxiv.org/abs/1709.01907","","","",""
"07828","Conditional Time Series Forecasting with Convolutional Neural Networks","","","","","https://arxiv.org/abs/1703.04691","","","",""
"07829","Comparative analysis of the outcomes of differing time series forecasting strategies","2017 13th International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery (ICNC-FSKD)","2017","https://doi.org/10.1109/FSKD.2017.8393069","https://openreview.net/forum?id=MQHnPcghIq","","","","",""
"07830","Arbitrated Ensemble for Time Series Forecasting","Lecture Notes in Computer Science","2017","https://doi.org/10.1007/978-3-319-71246-8_29","https://openreview.net/forum?id=0MtoRd5SPR","","","","",""
"07831","Reconciling forecasts of infant mortality rates at national and sub-national levels: Grouped time-series methods","","","","","https://arxiv.org/abs/1608.08718","","","",""
"07832","PSF: Introduction to R Package for Pattern Sequence Based Forecasting Algorithm","The R Journal","2017","https://doi.org/10.32614/rj-2017-021","","https://arxiv.org/abs/1606.05492","","","",""
"07833","Practical Secure Aggregation for Federated Learning on User-Held Data","","","","","https://arxiv.org/abs/1611.04482","","","",""
"07836","Grouped functional time series forecasting: An application to age-specific mortality rates","","","","","https://arxiv.org/abs/1609.04222","","","",""
"07837","GENERALIZED EXPONENTIAL SMOOTHING IN PREDICTION OF HIERARCHICAL TIME SERIES","Statistics in Transition New Series","2018","https://doi.org/10.21307/stattrans-2018-019","","https://arxiv.org/abs/1612.02195","","","",""
"07839","Functional time series forecasting with dynamic updating: An application to intraday particulate matter concentration","","","","","https://arxiv.org/abs/1608.07029","","","",""
"07840","Forecasting and skipping to Reduce Transmission Energy in WSN","","","","","https://arxiv.org/abs/1606.01937","","","",""
"07841","Federated Learning: Strategies for Improving Communication Efficiency","","","","","https://arxiv.org/abs/1610.05492","","","",""
"07842","Ensemble Time Series Forecasting with XCSF","2016 IEEE 10th International Conference on Self-Adaptive and Self-Organizing Systems (SASO)","2016","https://doi.org/10.1109/SASO.2016.25","https://openreview.net/forum?id=mQdPtTRk1D","","","","",""
"07843","Empirical analysis of daily cash flow time series and its implications for forecasting","","","","","https://arxiv.org/abs/1611.04941","","","",""
"07844","Dynamic dependence networks: Financial time series forecasting and portfolio decisions","Applied Stochastic Models in Business and Industry","2016","https://doi.org/10.1002/asmb.2161","","","","","",""
"07845","Dynamic Bayesian predictive synthesis in time series forecasting","Journal of Econometrics","2019","https://doi.org/10.1016/j.jeconom.2018.11.010","","https://arxiv.org/abs/1601.07463","","","",""
"07848","Adaptive Forecasting of Non-Stationary Nonlinear Time Series Based on the Evolving Weighted Neuro-Neo-Fuzzy-ANARX-Model","","","","","https://arxiv.org/abs/1610.06486","","","",""
"07849","XFED: Non-Collusive Model Poisoning Attack Against Byzantine-Robust Federated Classifiers","","","","","https://arxiv.org/abs/2604.09489","","","",""
"07850","What-If Explanations Over Time: Counterfactuals for Time Series Classification","","","","","https://arxiv.org/abs/2603.27792","","","",""
"07851","Wafer-Level Etch Spatial Profiling for Process Monitoring from Time-Series with Time-LLM","","","","","https://arxiv.org/abs/2603.23576","","","",""
"07852","Understanding Communication Backends in Cross-Silo Federated Learning","","","","","https://arxiv.org/abs/2604.10859","","","",""
"07853","Trojan horse hunt in deep forecasting models: Insights from the European Space Agency competition","","","","","https://arxiv.org/abs/2603.20108","","","",""
"07854","Transformer self-attention encoder–decoder with multimodal deep learning for response time series forecasting and digital twin support in wind structural health monitoring","Computers & Structures","2026","https://doi.org/10.1016/j.compstruc.2026.108216","","https://arxiv.org/abs/2604.01712","","","",""
"07855","Towards Securing IIoT: An Innovative Privacy-Preserving Anomaly Detector Based on Federated Learning","","","","","https://arxiv.org/abs/2604.06101","","","",""
"07856","TimeSqueeze: Dynamic Patching for Efficient Time Series Forecasting.","","","","","","","","",""
"07857","TimeSAF: Towards LLM-Guided Semantic Asynchronous Fusion for Time Series Forecasting","","","","","https://arxiv.org/abs/2604.12648","","","",""
"07858","TimeCNN: Refining inscross-variable interaction on time point for time series forecasting","Neural Networks","2026","https://doi.org/10.1016/j.neunet.2025.108312","","","","","",""
"07859","TimeCAP: A Channel-Aware Pre-Training Framework for Multivariate Time Series Forecasting","Proceedings of the AAAI Conference on Artificial Intelligence","2026","https://doi.org/10.1609/aaai.v40i30.39700","","","","","",""
"07860","Time-frequency-based pyramid channel network for long-term time series forecasting","Neurocomputing","2026","https://doi.org/10.1016/j.neucom.2026.133022","","","","","",""
"07862","Thorki: Decoupling General and Personalized Knowledge with Collaborative Fusion for Personalized Federated Learning","Proceedings of the ACM Web Conference 2026","2026","https://doi.org/10.1145/3774904.3792140","","","","","",""
"07863","The Impact of Federated Learning on Distributed Remote Sensing Archives","","","","","https://arxiv.org/abs/2604.11562","","","",""
"07864","TFRBench: A Reasoning Benchmark for Evaluating Forecasting Systems","","","","","https://arxiv.org/abs/2604.05364","","","",""
"07865","Temporal Patch Shuffle (TPS): Leveraging Patch-Level Shuffling to Boost Generalization and Robustness in Time Series Forecasting","","","","","https://arxiv.org/abs/2604.09067","","","",""
"07866","Task2vec Readiness: Diagnostics for Federated Learning from Pre-Training Embeddings","","","","","https://arxiv.org/abs/2604.10849","","","",""
"07867","System-Anchored Knee Estimation for Low-Cost Context Window Selection in PDE Forecasting","","","","","https://arxiv.org/abs/2603.25025","","","",""
"07868","SubFLOT: Submodel Extraction for Efficient and Personalized Federated Learning via Optimal Transport","","","","","https://arxiv.org/abs/2604.06631","","","",""
"07869","Spiking Personalized Federated Learning for Brain-Computer Interface-Enabled Immersive Communication","","","","","https://arxiv.org/abs/2603.22727","","","",""
"07871","Seizing Critical Learning Period in UAV-Assisted Hierarchical Personalized Federated Learning","IEEE Transactions on Mobile Computing","2026","https://doi.org/10.1109/tmc.2025.3639671","","","","","",""
"07872","SecureAFL: Secure Asynchronous Federated Learning","","","","","https://arxiv.org/abs/2604.03862","","","",""
"07873","Secure and Privacy-Preserving Vertical Federated Learning","","","","","https://arxiv.org/abs/2604.13474","","","",""
"07874","Scalar Federated Learning for Linear Quadratic Regulator","","","","","https://arxiv.org/abs/2604.05088","","","",""
"07875","Rethinking the Personalized Relaxed Initialization in the Federated Learning: Consistency and Generalization","","","","","https://arxiv.org/abs/2604.12768","","","",""
"07876","RELIEF: Turning Missing Modalities into Training Acceleration for Federated Learning on Heterogeneous IoT Edge","","","","","https://arxiv.org/abs/2604.04243","","","",""
"07877","ReLaMix: Residual Latency-Aware Mixing for Delay-Robust Financial Time-Series Forecasting","","","","","https://arxiv.org/abs/2603.20869","","","",""
"07878","QuitoBench: A High-Quality Open Time Series Forecasting Benchmark","","","","","https://arxiv.org/abs/2603.26017","","","",""
"07879","Quantization Impact on the Accuracy and Communication Efficiency Trade-off in Federated Learning for Aerospace Predictive Maintenance","","","","","https://arxiv.org/abs/2604.08474","","","",""
"07881","Prototype-Regularized Federated Learning for Cross-Domain Aspect Sentiment Triplet Extraction","","","","","https://arxiv.org/abs/2604.09123","","","",""
"07882","Probabilistic Feature Imputation and Uncertainty-Aware Multimodal Federated Aggregation","","","","","https://arxiv.org/abs/2604.12970","","","",""
"07883","PrivEraserVerify: Efficient, Private, and Verifiable Federated Unlearning","","","","","https://arxiv.org/abs/2604.12348","","","",""
"07884","Private Federated Learning for High-dimensional Time Series","","","","","https://arxiv.org/abs/2604.07135","","","",""
"07885","Personalized Hierarchical Federated Learning Framework for the Internet of Vehicles Based on Split Meta-Learning","IEEE Internet of Things Journal","2026","https://doi.org/10.1109/jiot.2026.3651773","","","","","",""
"07886","Personalized federated learning with personalized knowledge distillation based on local empirical risk","Information Fusion","2026","https://doi.org/10.1016/j.inffus.2026.104269","","","","","",""
"07888","One-for-All: A Lightweight Stabilized and Parameter-Efficient Pre-trained LLM for Time Series Forecasting","","","","","https://arxiv.org/abs/2603.29756","","","",""
"07890","Noise Titration: Exact Distributional Benchmarking for Probabilistic Time Series Forecasting","","","","","https://arxiv.org/abs/2603.22219","","","",""
"07891","No More Guessing: a Verifiable Gradient Inversion Attack in Federated Learning","","","","","https://arxiv.org/abs/2604.15063","","","",""
"07892","Multi-layer fusion time-frequency network for long-term time series forecasting","Neurocomputing","2026","https://doi.org/10.1016/j.neucom.2025.132400","","","","","",""
"07893","MR-ImagenTime: Multi-Resolution Time Series Generation through Dual Image Representations","","","","","https://arxiv.org/abs/2603.28253","","","",""
"07895","MICA: Multivariate Infini Compressive Attention for Time Series Forecasting","","","","","https://arxiv.org/abs/2604.06473","","","",""
"07896","Long-term time series forecasting by combining local periodic change features in frequency domain and global features in time domain","Journal of the Franklin Institute","2026","https://doi.org/10.1016/j.jfranklin.2025.108304","","","","","",""
"07897","Long-short term time-delay reservoir for nonlinear time series forecasting task","Applied Soft Computing","2026","https://doi.org/10.1016/j.asoc.2025.114418","","","","","",""
"07899","Federated Learning: A Survey of Core Challenges Current Methods and Opportunities","MDPI Systems","2026","https://doi.org/10.3390/systems14030105","","","","","",""
"07900","Learning from history for personalized federated learning","Neural Networks","2026","https://doi.org/10.1016/j.neunet.2025.108071","","","","","",""
"07901","JTFNet: A joint time–frequency domain network for multivariate time series forecasting","Information Fusion","2026","https://doi.org/10.1016/j.inffus.2025.103480","","","","","",""
"07902","Jellyfish: Zero-Shot Federated Unlearning Scheme with Knowledge Disentanglement","","","","","https://arxiv.org/abs/2604.04030","","","",""
